Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	orthogroup_class	private_cultivar
OG0005332	1	1	1	1	1	1	1	1	7	1	Core	
OG0005333	1	1	1	1	1	1	1	1	7	1	Core	
OG0005334	1	1	1	1	1	1	1	1	7	1	Core	
OG0005335	1	1	1	1	1	1	1	1	7	1	Core	
OG0005336	1	1	1	1	1	1	1	1	7	1	Core	
OG0005337	1	1	1	1	1	1	1	1	7	1	Core	
OG0005338	1	1	1	1	1	1	1	1	7	1	Core	
OG0005339	1	1	1	1	1	1	1	1	7	1	Core	
OG0005340	1	1	1	1	1	1	1	1	7	1	Core	
OG0005341	1	1	1	1	1	1	1	1	7	1	Core	
OG0005342	1	1	1	1	1	1	1	1	7	1	Core	
OG0005343	1	1	1	1	1	1	1	1	7	1	Core	
OG0005344	1	1	1	1	1	1	1	1	7	1	Core	
OG0005345	1	1	1	1	1	1	1	1	7	1	Core	
OG0005346	1	1	0	2	1	1	1	1	6	1	Soft core	
OG0005347	1	1	1	1	1	1	1	1	7	1	Core	
OG0005348	1	1	1	1	1	1	1	1	7	1	Core	
OG0005349	1	1	1	1	1	1	1	1	7	1	Core	
OG0005350	1	1	1	1	1	1	1	1	7	1	Core	
OG0005351	1	1	1	1	1	1	1	1	7	1	Core	
OG0005352	1	1	1	1	1	1	1	1	7	1	Core	
OG0005353	1	1	1	1	1	1	1	1	7	1	Core	
OG0005354	1	1	1	1	1	1	1	1	7	1	Core	
OG0005355	1	1	1	1	1	1	1	1	7	1	Core	
OG0005356	1	1	1	1	1	1	1	1	7	1	Core	
OG0005357	1	1	1	1	1	1	1	1	7	1	Core	
OG0005358	1	1	1	1	1	1	1	1	7	1	Core	
OG0005359	1	1	1	1	1	1	1	1	7	1	Core	
OG0005360	1	1	1	1	1	1	1	1	7	1	Core	
OG0005361	1	0	2	1	1	1	1	1	6	1	Soft core	
OG0005362	1	1	1	1	1	1	1	1	7	1	Core	
OG0005363	1	1	1	1	1	1	1	1	7	1	Core	
OG0005364	1	1	1	1	1	1	1	1	7	1	Core	
OG0005365	1	1	1	1	1	1	1	1	7	1	Core	
OG0005366	1	1	1	1	1	1	1	1	7	1	Core	
OG0005367	1	1	1	1	1	1	1	1	7	1	Core	
OG0005368	1	1	1	1	1	1	1	1	7	1	Core	
OG0005369	1	1	1	1	1	1	1	1	7	1	Core	
OG0005370	1	1	1	1	1	1	1	1	7	1	Core	
OG0005371	1	1	1	1	1	1	1	1	7	1	Core	
OG0005372	1	1	1	1	1	1	1	1	7	1	Core	
OG0005373	1	1	1	1	1	1	1	1	7	1	Core	
OG0005374	1	1	1	1	1	1	1	1	7	1	Core	
OG0005375	1	1	1	1	1	1	1	1	7	1	Core	
OG0005376	1	1	1	1	1	1	1	1	7	1	Core	
OG0005377	1	1	1	1	1	1	1	1	7	1	Core	
OG0005378	1	1	1	1	1	1	1	1	7	1	Core	
OG0005379	1	1	1	1	1	1	1	1	7	1	Core	
OG0005380	1	1	1	1	1	1	1	1	7	1	Core	
OG0005381	1	1	1	1	1	1	1	1	7	1	Core	
OG0005382	1	1	1	1	1	1	1	1	7	1	Core	
OG0005383	1	1	1	1	1	1	1	1	7	1	Core	
OG0005384	1	1	1	1	1	1	1	1	7	1	Core	
OG0005385	1	1	1	1	1	1	0	2	6	1	Soft core	
OG0005386	1	1	1	1	1	1	1	1	7	1	Core	
OG0005387	1	1	1	1	1	1	1	1	7	1	Core	
OG0005388	1	1	1	1	1	1	1	1	7	1	Core	
OG0005389	1	1	1	1	1	1	1	1	7	1	Core	
OG0005390	1	1	1	1	1	1	1	1	7	1	Core	
OG0005391	1	1	1	1	1	1	1	1	7	1	Core	
OG0005392	1	1	1	1	1	1	1	1	7	1	Core	
OG0005393	1	1	1	1	1	1	1	1	7	1	Core	
OG0005394	1	1	1	1	1	1	1	1	7	1	Core	
OG0005395	1	1	1	1	1	1	1	1	7	1	Core	
OG0005396	1	1	1	1	1	1	1	1	7	1	Core	
OG0005397	1	1	1	1	1	1	1	1	7	1	Core	
OG0005398	1	1	1	1	1	1	1	1	7	1	Core	
OG0005399	1	1	1	1	1	1	1	1	7	1	Core	
OG0005400	1	1	1	1	1	1	1	1	7	1	Core	
OG0005401	1	1	1	1	1	1	1	1	7	1	Core	
OG0005402	1	1	1	1	1	1	1	1	7	1	Core	
OG0005403	1	1	1	1	1	1	1	1	7	1	Core	
OG0005404	1	1	1	1	1	1	1	1	7	1	Core	
OG0005405	1	1	1	1	1	1	1	1	7	1	Core	
OG0005406	1	1	1	1	1	1	1	1	7	1	Core	
OG0005407	1	1	1	1	1	1	1	1	7	1	Core	
OG0005408	1	1	1	1	0	1	2	1	6	1	Soft core	
OG0005409	1	1	1	1	1	1	1	1	7	1	Core	
OG0005410	1	1	1	1	1	1	1	1	7	1	Core	
OG0005411	1	1	1	1	1	1	1	1	7	1	Core	
OG0005412	1	1	1	1	1	1	1	1	7	1	Core	
OG0005413	1	1	1	1	1	1	1	1	7	1	Core	
OG0005414	1	1	1	1	1	1	1	1	7	1	Core	
OG0005415	1	1	1	1	1	1	1	1	7	1	Core	
OG0005416	1	1	1	1	1	1	1	1	7	1	Core	
OG0005417	1	1	1	1	1	1	1	1	7	1	Core	
OG0005418	1	1	1	1	1	1	1	1	7	1	Core	
OG0005419	1	1	1	1	1	1	1	1	7	1	Core	
OG0005420	1	1	1	1	1	1	1	1	7	1	Core	
OG0005421	1	1	1	1	1	1	1	1	7	1	Core	
OG0005422	1	1	1	1	1	1	1	1	7	1	Core	
OG0005423	1	1	1	1	1	1	1	1	7	1	Core	
OG0005424	1	1	1	1	1	1	1	1	7	1	Core	
OG0005425	1	1	1	1	1	1	1	1	7	1	Core	
OG0005426	1	1	1	1	1	1	1	1	7	1	Core	
OG0005427	1	1	1	1	1	1	1	1	7	1	Core	
OG0005428	1	1	1	1	1	1	1	1	7	1	Core	
OG0005429	1	1	1	1	1	1	1	1	7	1	Core	
OG0005430	1	1	1	1	1	1	1	1	7	1	Core	
OG0005431	1	1	1	1	1	1	1	1	7	1	Core	
OG0005432	1	1	1	1	1	1	1	1	7	1	Core	
OG0005433	1	1	1	1	1	1	1	1	7	1	Core	
OG0005434	1	1	1	1	1	1	1	1	7	1	Core	
OG0005435	1	1	1	1	1	1	1	1	7	1	Core	
OG0005436	1	1	1	1	1	1	1	1	7	1	Core	
OG0005437	1	1	1	1	1	1	1	1	7	1	Core	
OG0005438	1	1	1	1	1	1	1	1	7	1	Core	
OG0005439	1	1	1	1	1	1	1	1	7	1	Core	
OG0005440	1	1	1	1	1	1	1	1	7	1	Core	
OG0005441	1	1	1	1	1	1	1	1	7	1	Core	
OG0005442	1	1	1	1	1	1	1	1	7	1	Core	
OG0005443	1	1	1	1	1	1	1	1	7	1	Core	
OG0005444	1	1	1	1	1	1	1	1	7	1	Core	
OG0005445	1	1	1	1	1	1	1	1	7	1	Core	
OG0005446	1	1	1	1	1	1	1	1	7	1	Core	
OG0005447	1	1	1	1	1	1	1	1	7	1	Core	
OG0005448	1	1	1	1	1	1	1	1	7	1	Core	
OG0005449	1	1	1	1	1	1	1	1	7	1	Core	
OG0005450	1	1	1	1	1	1	1	1	7	1	Core	
OG0005451	1	1	1	1	1	1	1	1	7	1	Core	
OG0005452	1	1	1	1	1	1	1	1	7	1	Core	
OG0005453	1	1	1	1	1	1	1	1	7	1	Core	
OG0005454	1	1	1	1	1	1	1	1	7	1	Core	
OG0005455	1	1	1	1	1	1	1	1	7	1	Core	
OG0005456	1	1	1	1	1	1	1	1	7	1	Core	
OG0005457	1	1	1	1	1	1	1	1	7	1	Core	
OG0005458	1	1	1	1	1	1	1	1	7	1	Core	
OG0005459	1	1	1	1	1	1	1	1	7	1	Core	
OG0005460	1	1	1	1	1	1	1	1	7	1	Core	
OG0005461	1	1	1	1	1	1	1	1	7	1	Core	
OG0005462	1	1	1	1	1	1	1	1	7	1	Core	
OG0005463	1	1	1	1	1	1	1	1	7	1	Core	
OG0005464	1	1	1	1	1	1	1	1	7	1	Core	
OG0005465	1	1	1	1	1	1	1	1	7	1	Core	
OG0005466	1	2	1	0	1	1	1	1	6	1	Soft core	
OG0005467	1	1	1	1	1	1	1	1	7	1	Core	
OG0005468	1	1	1	1	1	1	1	1	7	1	Core	
OG0005469	1	1	1	1	1	1	1	1	7	1	Core	
OG0005470	1	1	1	1	1	1	1	1	7	1	Core	
OG0005471	1	1	1	1	1	1	1	1	7	1	Core	
OG0005472	1	1	1	1	1	1	1	1	7	1	Core	
OG0005473	1	1	1	1	1	1	1	1	7	1	Core	
OG0005474	1	1	1	1	1	1	1	1	7	1	Core	
OG0005475	1	1	1	1	1	1	1	1	7	1	Core	
OG0005476	1	1	1	1	1	1	1	1	7	1	Core	
OG0005477	1	1	1	1	1	1	1	1	7	1	Core	
OG0005478	1	1	1	1	1	1	1	1	7	1	Core	
OG0005479	1	1	1	1	1	1	1	1	7	1	Core	
OG0005480	2	1	1	0	1	1	1	1	6	1	Soft core	
OG0005481	1	1	1	1	1	1	1	1	7	1	Core	
OG0005482	1	1	1	1	1	1	1	1	7	1	Core	
OG0005483	1	1	1	1	1	1	1	1	7	1	Core	
OG0005484	1	1	1	1	1	1	1	1	7	1	Core	
OG0005485	1	1	1	1	1	1	1	1	7	1	Core	
OG0005486	1	1	1	1	1	1	1	1	7	1	Core	
OG0005487	1	1	1	1	1	1	1	1	7	1	Core	
OG0005488	1	1	1	1	1	1	1	1	7	1	Core	
OG0005489	1	1	1	1	1	1	1	1	7	1	Core	
OG0005490	1	1	1	1	1	1	1	1	7	1	Core	
OG0005491	1	1	1	1	1	1	1	1	7	1	Core	
OG0005492	1	1	1	1	1	1	1	1	7	1	Core	
OG0005493	1	1	1	2	1	1	1	0	6	1	Soft core	
OG0005494	1	1	1	1	1	1	1	1	7	1	Core	
OG0005495	1	1	1	1	1	1	1	1	7	1	Core	
OG0005496	1	1	1	1	1	1	1	1	7	1	Core	
OG0005497	1	1	1	1	1	1	1	1	7	1	Core	
OG0005498	1	1	1	1	1	1	1	1	7	1	Core	
OG0005499	1	1	1	1	1	1	1	1	7	1	Core	
OG0005500	1	1	1	1	1	1	1	1	7	1	Core	
OG0005501	1	1	1	1	1	1	1	1	7	1	Core	
OG0005502	1	1	1	1	1	1	1	1	7	1	Core	
OG0005503	1	1	1	1	1	1	1	1	7	1	Core	
OG0005504	1	1	1	1	1	1	1	1	7	1	Core	
OG0005505	1	1	1	1	1	1	1	1	7	1	Core	
OG0005506	1	1	1	1	1	1	1	1	7	1	Core	
OG0005507	1	1	1	1	1	1	1	1	7	1	Core	
OG0005508	1	1	1	1	1	1	1	1	7	1	Core	
OG0005509	1	1	1	1	1	1	1	1	7	1	Core	
OG0005510	1	1	1	1	1	1	1	1	7	1	Core	
OG0005511	1	1	1	1	1	1	1	1	7	1	Core	
OG0005512	1	1	1	1	1	1	1	1	7	1	Core	
OG0005513	1	1	1	1	1	1	1	1	7	1	Core	
OG0005514	1	1	1	1	1	1	1	1	7	1	Core	
OG0005515	1	1	1	1	1	1	1	1	7	1	Core	
OG0005516	1	1	1	1	1	1	1	1	7	1	Core	
OG0005517	1	1	1	1	1	1	1	1	7	1	Core	
OG0005518	1	1	1	1	1	1	1	1	7	1	Core	
OG0005519	1	1	1	1	1	1	1	1	7	1	Core	
OG0005520	1	1	1	1	1	1	1	1	7	1	Core	
OG0005521	1	1	1	1	1	1	1	1	7	1	Core	
OG0005522	1	1	1	1	1	1	1	1	7	1	Core	
OG0005523	1	1	1	1	1	1	1	1	7	1	Core	
OG0005524	1	1	1	1	1	1	1	1	7	1	Core	
OG0005525	1	1	1	1	1	1	1	1	7	1	Core	
OG0005526	1	1	1	1	1	1	1	1	7	1	Core	
OG0005527	1	1	1	1	1	1	1	1	7	1	Core	
OG0005528	1	1	1	1	1	1	1	1	7	1	Core	
OG0005529	1	1	1	1	1	1	1	1	7	1	Core	
OG0005530	1	1	1	1	1	1	1	1	7	1	Core	
OG0005531	1	1	1	1	1	1	1	1	7	1	Core	
OG0005532	1	1	1	1	1	1	1	1	7	1	Core	
OG0005533	1	1	1	1	1	1	1	1	7	1	Core	
OG0005534	1	1	1	1	1	1	1	1	7	1	Core	
OG0005535	1	1	1	1	1	1	1	1	7	1	Core	
OG0005536	1	1	1	1	1	1	1	1	7	1	Core	
OG0005537	1	1	1	1	1	1	1	1	7	1	Core	
OG0005538	1	1	1	1	1	1	1	1	7	1	Core	
OG0005539	1	1	2	1	0	2	1	0	5	1	Accessory	
OG0005540	1	1	1	1	1	1	1	1	7	1	Core	
OG0005541	1	1	1	1	1	1	1	1	7	1	Core	
OG0005542	1	1	1	1	1	1	1	1	7	1	Core	
OG0005543	1	1	1	1	1	1	1	1	7	1	Core	
OG0005544	1	1	1	1	1	1	1	1	7	1	Core	
OG0005545	1	1	1	1	1	1	1	1	7	1	Core	
OG0005546	1	1	1	1	1	1	1	1	7	1	Core	
OG0005547	1	1	1	1	1	1	1	1	7	1	Core	
OG0005548	1	1	1	1	1	1	1	1	7	1	Core	
OG0005549	1	1	1	1	1	1	1	1	7	1	Core	
OG0005550	1	1	1	1	1	1	1	1	7	1	Core	
OG0005551	1	1	1	1	1	1	1	1	7	1	Core	
OG0005552	1	1	1	1	1	1	1	1	7	1	Core	
OG0005553	1	1	1	1	1	1	1	1	7	1	Core	
OG0005554	1	1	1	1	1	1	1	1	7	1	Core	
OG0005555	1	1	1	1	1	1	1	1	7	1	Core	
OG0005556	1	1	1	1	1	1	1	1	7	1	Core	
OG0005557	1	1	1	1	1	1	1	1	7	1	Core	
OG0005558	1	1	1	1	1	1	1	1	7	1	Core	
OG0005559	1	1	1	1	1	1	1	1	7	1	Core	
OG0005560	1	1	1	1	1	1	1	1	7	1	Core	
OG0005561	1	1	1	1	1	1	1	1	7	1	Core	
OG0005562	1	1	1	1	1	1	1	1	7	1	Core	
OG0005563	1	1	1	1	1	1	1	1	7	1	Core	
OG0005564	1	1	1	1	1	1	1	1	7	1	Core	
OG0005565	1	1	1	1	1	1	1	1	7	1	Core	
OG0005566	1	1	1	1	1	1	1	1	7	1	Core	
OG0005567	1	1	1	1	1	1	1	1	7	1	Core	
OG0005568	1	1	1	1	1	1	1	1	7	1	Core	
OG0005569	1	1	1	1	1	1	1	1	7	1	Core	
OG0005570	1	0	1	2	1	1	1	1	6	1	Soft core	
OG0005571	1	1	1	1	1	1	1	1	7	1	Core	
OG0005572	1	1	1	1	1	1	1	1	7	1	Core	
OG0005573	1	1	1	1	1	1	1	1	7	1	Core	
OG0005574	1	1	1	1	1	1	1	1	7	1	Core	
OG0005575	1	1	1	1	1	1	1	1	7	1	Core	
OG0005576	1	1	1	1	1	1	1	1	7	1	Core	
OG0005577	1	1	1	1	1	1	1	1	7	1	Core	
OG0005578	1	1	1	1	1	1	1	1	7	1	Core	
OG0005579	1	1	1	1	1	1	1	1	7	1	Core	
OG0005580	1	1	1	1	1	1	1	1	7	1	Core	
OG0005581	1	1	1	1	1	1	1	1	7	1	Core	
OG0005582	1	1	1	1	1	1	1	1	7	1	Core	
OG0005583	1	1	1	1	1	1	1	1	7	1	Core	
OG0005584	1	1	1	1	1	1	1	1	7	1	Core	
OG0005585	1	1	1	1	1	1	1	1	7	1	Core	
OG0005586	1	1	1	1	1	1	1	1	7	1	Core	
OG0005587	1	1	1	1	1	1	1	1	7	1	Core	
OG0005588	1	1	1	1	1	1	1	1	7	1	Core	
OG0005589	1	1	1	1	1	1	1	1	7	1	Core	
OG0005590	1	1	1	1	1	1	1	1	7	1	Core	
OG0005591	1	1	1	1	1	1	1	1	7	1	Core	
OG0005592	1	1	1	1	1	1	1	1	7	1	Core	
OG0005593	1	1	1	1	1	1	1	1	7	1	Core	
OG0005594	1	1	1	1	1	1	1	1	7	1	Core	
OG0005595	1	1	1	1	1	1	1	1	7	1	Core	
OG0005596	1	1	1	1	1	1	1	1	7	1	Core	
OG0005597	1	1	1	1	1	1	1	1	7	1	Core	
OG0005598	1	1	1	1	1	1	1	1	7	1	Core	
OG0005599	1	1	1	1	1	1	1	1	7	1	Core	
OG0005600	1	1	1	1	1	1	1	1	7	1	Core	
OG0005601	1	1	1	1	1	1	1	1	7	1	Core	
OG0005602	1	1	1	1	1	1	1	1	7	1	Core	
OG0005603	1	1	1	1	1	1	1	1	7	1	Core	
OG0005604	1	1	1	1	1	1	1	1	7	1	Core	
OG0005605	1	1	1	1	1	1	1	1	7	1	Core	
OG0005606	1	1	1	1	1	1	1	1	7	1	Core	
OG0005607	1	1	1	1	1	1	1	1	7	1	Core	
OG0005608	1	1	1	1	1	1	1	1	7	1	Core	
OG0005609	1	1	1	1	1	1	1	1	7	1	Core	
OG0005610	1	1	1	1	1	1	1	1	7	1	Core	
OG0005611	1	1	1	1	1	1	1	1	7	1	Core	
OG0005612	1	1	1	1	1	1	1	1	7	1	Core	
OG0005613	1	1	1	1	1	1	1	1	7	1	Core	
OG0005614	1	1	1	1	1	1	1	1	7	1	Core	
OG0005615	1	1	1	1	1	1	1	1	7	1	Core	
OG0005616	1	1	1	1	1	1	1	1	7	1	Core	
OG0005617	1	1	1	1	1	1	1	1	7	1	Core	
OG0005618	1	1	1	1	1	1	1	1	7	1	Core	
OG0005619	1	1	1	1	1	1	1	1	7	1	Core	
OG0005620	1	1	1	1	1	1	1	1	7	1	Core	
OG0005621	1	1	1	1	1	1	1	1	7	1	Core	
OG0005622	1	1	1	1	1	1	1	1	7	1	Core	
OG0005623	1	0	1	2	1	2	0	1	5	1	Accessory	
OG0005624	1	1	1	1	1	1	1	1	7	1	Core	
OG0005625	2	1	1	0	1	2	1	0	5	1	Accessory	
OG0005626	1	1	1	1	1	1	1	1	7	1	Core	
OG0005627	1	1	1	1	1	1	1	1	7	1	Core	
OG0005628	1	1	1	1	1	1	1	1	7	1	Core	
OG0005629	1	1	1	1	1	1	1	1	7	1	Core	
OG0005630	1	1	1	1	1	1	1	1	7	1	Core	
OG0005631	1	1	1	1	1	1	1	1	7	1	Core	
OG0005632	1	1	1	1	1	1	1	1	7	1	Core	
OG0005633	1	1	1	1	1	1	1	1	7	1	Core	
OG0005634	1	1	1	1	1	1	1	1	7	1	Core	
OG0005635	1	1	1	1	1	1	1	1	7	1	Core	
OG0005636	1	1	1	1	1	1	1	1	7	1	Core	
OG0005637	1	1	1	1	1	1	1	1	7	1	Core	
OG0005638	1	1	1	1	1	1	1	1	7	1	Core	
OG0005639	1	1	1	1	1	1	1	1	7	1	Core	
OG0005640	1	1	1	1	1	1	1	1	7	1	Core	
OG0005641	1	1	1	1	1	1	1	1	7	1	Core	
OG0005642	1	1	1	1	1	1	1	1	7	1	Core	
OG0005643	1	1	1	1	1	1	1	1	7	1	Core	
OG0005644	1	1	1	1	1	1	1	1	7	1	Core	
OG0005645	1	1	1	1	1	1	1	1	7	1	Core	
OG0005646	1	1	1	1	1	1	1	1	7	1	Core	
OG0005647	1	1	1	1	1	1	1	1	7	1	Core	
OG0005648	1	1	1	1	1	1	1	1	7	1	Core	
OG0005649	1	1	1	1	1	1	1	1	7	1	Core	
OG0005650	1	1	1	1	1	1	1	1	7	1	Core	
OG0005651	1	1	1	1	1	1	1	1	7	1	Core	
OG0005652	1	1	1	1	1	1	1	1	7	1	Core	
OG0005653	1	1	1	1	1	1	1	1	7	1	Core	
OG0005654	1	1	1	1	1	1	1	1	7	1	Core	
OG0005655	1	1	1	1	1	1	1	1	7	1	Core	
OG0005656	1	1	1	1	1	1	1	1	7	1	Core	
OG0005657	1	1	1	1	1	1	1	1	7	1	Core	
OG0005658	1	1	1	1	1	1	1	1	7	1	Core	
OG0005659	1	1	1	1	1	1	1	1	7	1	Core	
OG0005660	1	1	1	1	1	1	1	1	7	1	Core	
OG0005661	1	1	1	1	1	1	1	1	7	1	Core	
OG0005662	1	1	1	1	1	1	1	1	7	1	Core	
OG0005663	1	1	1	1	1	1	1	1	7	1	Core	
OG0005664	1	1	1	1	1	1	1	1	7	1	Core	
OG0005665	1	1	1	1	1	1	1	1	7	1	Core	
OG0005666	1	1	1	1	1	1	1	1	7	1	Core	
OG0005667	1	1	1	1	1	1	1	1	7	1	Core	
OG0005668	1	1	1	1	1	1	1	1	7	1	Core	
OG0005669	1	1	1	1	1	1	1	1	7	1	Core	
OG0005670	1	1	1	1	1	1	1	1	7	1	Core	
OG0005671	1	1	1	1	1	1	1	1	7	1	Core	
OG0005672	1	1	1	1	1	1	1	1	7	1	Core	
OG0005673	1	1	1	1	1	1	1	1	7	1	Core	
OG0005674	1	1	1	1	1	1	1	1	7	1	Core	
OG0005675	1	1	1	1	1	1	1	1	7	1	Core	
OG0005676	1	1	1	1	1	1	1	1	7	1	Core	
OG0005677	1	1	1	1	1	1	1	1	7	1	Core	
OG0005678	1	1	1	1	1	1	1	1	7	1	Core	
OG0005679	1	1	1	1	1	1	1	1	7	1	Core	
OG0005680	1	1	1	1	1	1	1	1	7	1	Core	
OG0005681	1	1	1	1	1	1	1	1	7	1	Core	
OG0005682	1	1	1	1	1	1	1	1	7	1	Core	
OG0005683	1	1	1	1	1	1	1	1	7	1	Core	
OG0005684	1	1	1	1	1	1	1	1	7	1	Core	
OG0005685	1	1	1	1	1	1	1	1	7	1	Core	
OG0005686	1	1	1	1	1	1	1	1	7	1	Core	
OG0005687	1	1	1	1	1	1	1	1	7	1	Core	
OG0005688	1	1	1	1	1	1	1	1	7	1	Core	
OG0005689	1	1	1	1	1	1	1	1	7	1	Core	
OG0005690	1	1	1	1	1	1	1	1	7	1	Core	
OG0005691	1	1	1	1	1	1	1	1	7	1	Core	
OG0005692	1	1	1	1	1	1	1	1	7	1	Core	
OG0005693	1	1	1	1	1	1	1	1	7	1	Core	
OG0005694	1	1	1	1	1	1	1	1	7	1	Core	
OG0005695	1	1	1	1	1	1	1	1	7	1	Core	
OG0005696	1	1	1	1	1	1	1	1	7	1	Core	
OG0005697	1	1	1	1	1	1	1	1	7	1	Core	
OG0005698	1	1	1	1	1	1	1	1	7	1	Core	
OG0005699	1	1	1	1	1	1	1	1	7	1	Core	
OG0005700	1	1	1	1	1	1	1	1	7	1	Core	
OG0005701	1	1	1	1	1	1	1	1	7	1	Core	
OG0005702	1	1	1	1	1	1	1	1	7	1	Core	
OG0005703	1	1	1	1	1	1	1	1	7	1	Core	
OG0005704	1	1	1	1	1	1	1	1	7	1	Core	
OG0005705	1	1	1	1	1	1	1	1	7	1	Core	
OG0005706	1	1	1	1	1	1	1	1	7	1	Core	
OG0005707	1	1	1	1	1	1	1	1	7	1	Core	
OG0005708	1	1	1	1	1	1	1	1	7	1	Core	
OG0005709	1	1	1	1	1	1	1	1	7	1	Core	
OG0005710	1	1	1	1	1	1	1	1	7	1	Core	
OG0005711	1	1	1	1	1	1	1	1	7	1	Core	
OG0005712	1	1	1	1	1	1	1	1	7	1	Core	
OG0005713	1	1	1	1	1	1	1	1	7	1	Core	
OG0005714	1	1	1	1	1	1	1	1	7	1	Core	
OG0005715	1	1	1	1	1	1	1	1	7	1	Core	
OG0005716	1	1	1	1	1	1	1	1	7	1	Core	
OG0005717	1	1	1	1	1	1	1	1	7	1	Core	
OG0005718	1	1	1	1	1	1	1	1	7	1	Core	
OG0005719	1	1	1	1	1	1	1	1	7	1	Core	
OG0005720	1	1	1	1	1	1	1	1	7	1	Core	
OG0005721	1	1	1	1	1	1	1	1	7	1	Core	
OG0005722	1	1	1	1	1	1	1	1	7	1	Core	
OG0005723	1	1	1	1	1	1	1	1	7	1	Core	
OG0005724	1	1	1	1	1	1	1	1	7	1	Core	
OG0005725	1	1	1	1	1	1	1	1	7	1	Core	
OG0005726	1	1	1	1	1	1	1	1	7	1	Core	
OG0005727	1	1	1	1	1	1	1	1	7	1	Core	
OG0005728	1	1	1	1	1	1	1	1	7	1	Core	
OG0005729	1	1	1	1	1	1	1	1	7	1	Core	
OG0005730	1	1	1	1	1	1	1	1	7	1	Core	
OG0005731	1	1	1	1	1	1	1	1	7	1	Core	
OG0005732	1	1	1	1	1	1	1	1	7	1	Core	
OG0005733	1	1	1	1	1	1	1	1	7	1	Core	
OG0005734	1	1	1	1	1	1	1	1	7	1	Core	
OG0005735	1	1	1	1	1	1	1	1	7	1	Core	
OG0005736	1	1	1	1	1	1	1	1	7	1	Core	
OG0005737	1	1	1	1	1	1	1	1	7	1	Core	
OG0005738	1	1	1	1	1	1	1	1	7	1	Core	
OG0005739	1	1	1	1	1	1	1	1	7	1	Core	
OG0005740	1	1	1	1	1	1	1	1	7	1	Core	
OG0005741	1	1	1	1	1	1	1	1	7	1	Core	
OG0005742	1	1	1	1	1	1	1	1	7	1	Core	
OG0005743	1	1	1	1	1	1	1	1	7	1	Core	
OG0005744	1	1	1	1	1	1	1	1	7	1	Core	
OG0005745	1	1	1	1	1	1	1	1	7	1	Core	
OG0005746	1	1	1	1	1	1	1	1	7	1	Core	
OG0005747	1	1	1	1	1	1	1	1	7	1	Core	
OG0005748	1	1	1	1	1	1	1	1	7	1	Core	
OG0005749	1	1	1	1	1	1	1	1	7	1	Core	
OG0005750	1	1	1	1	1	1	1	1	7	1	Core	
OG0005751	1	1	1	1	1	1	1	1	7	1	Core	
OG0005752	1	1	1	1	1	1	1	1	7	1	Core	
OG0005753	1	1	1	1	1	1	1	1	7	1	Core	
OG0005754	1	1	1	1	1	1	1	1	7	1	Core	
OG0005755	1	1	1	1	1	1	1	1	7	1	Core	
OG0005756	1	1	1	1	1	1	1	1	7	1	Core	
OG0005757	1	1	1	1	1	1	1	1	7	1	Core	
OG0005758	1	1	1	1	1	1	1	1	7	1	Core	
OG0005759	1	1	1	1	1	1	1	1	7	1	Core	
OG0005760	1	1	1	1	1	1	1	1	7	1	Core	
OG0005761	1	1	1	1	1	1	1	1	7	1	Core	
OG0005762	1	1	1	1	1	1	1	1	7	1	Core	
OG0005763	1	1	1	1	1	1	1	1	7	1	Core	
OG0005764	1	1	1	1	1	1	1	1	7	1	Core	
OG0005765	1	1	1	1	1	1	1	1	7	1	Core	
OG0005766	1	1	1	1	1	1	1	1	7	1	Core	
OG0005767	1	1	1	1	1	1	1	1	7	1	Core	
OG0005768	1	1	1	1	1	1	1	1	7	1	Core	
OG0005769	1	1	1	1	1	1	1	1	7	1	Core	
OG0005770	1	1	1	1	1	1	1	1	7	1	Core	
OG0005771	1	1	1	1	1	1	1	1	7	1	Core	
OG0005772	1	1	1	1	1	1	1	1	7	1	Core	
OG0005773	1	1	1	1	1	1	1	1	7	1	Core	
OG0005774	1	1	1	1	1	1	1	1	7	1	Core	
OG0005775	1	1	1	1	1	1	1	1	7	1	Core	
OG0005776	1	1	1	1	1	1	1	1	7	1	Core	
OG0005777	1	1	1	1	1	1	1	1	7	1	Core	
OG0005778	1	1	1	1	1	1	1	1	7	1	Core	
OG0005779	1	1	1	1	1	1	1	1	7	1	Core	
OG0005780	1	1	1	1	1	1	1	1	7	1	Core	
OG0005781	1	1	1	1	1	1	1	1	7	1	Core	
OG0005782	1	1	1	1	1	1	1	1	7	1	Core	
OG0005783	1	1	1	1	1	1	1	1	7	1	Core	
OG0005784	1	1	1	1	1	1	1	1	7	1	Core	
OG0005785	1	1	1	1	1	1	1	1	7	1	Core	
OG0005786	1	1	1	1	1	1	1	1	7	1	Core	
OG0005787	1	1	1	1	1	1	1	1	7	1	Core	
OG0005788	1	1	1	1	1	1	1	1	7	1	Core	
OG0005789	1	1	1	1	1	1	1	1	7	1	Core	
OG0005790	1	1	1	1	1	1	1	1	7	1	Core	
OG0005791	1	1	1	1	1	1	1	1	7	1	Core	
OG0005792	1	1	1	1	1	1	1	1	7	1	Core	
OG0005793	1	1	1	1	1	1	1	1	7	1	Core	
OG0005794	1	1	1	1	1	1	1	1	7	1	Core	
